8cb3c0553af224f64780c129c2c84a4594cb8d78730b0fee5322ad97a2bcb629,www.rosafolheados.com.br,false,UNSAT:repeated_certificates_in_chain,890980,892254,880372,872440,895669,855152,874884,817800,817846,825028
e166098c814b4c0f3bbe9906936560c169d2884227c9f7ffb997efa97fb2009b,sicinfo.net.br,false,UNSAT:repeated_certificates_in_chain,803570,894523,855797,847122,789494,820727,891598,905739,838647,824513
9504697ce40743d347c600dca009580cc14eb30b494c64dab606fc4e3e5fd9f0,phbdelima.com.br,false,UNSAT:repeated_certificates_in_chain,916103,919523,880000,884886,838759,868655,885819,886738,787226,859158
bb0f8ab54103d6c369d340ba669a596ca198255b0eb7f1fde0683365aebde8c7,oldschoolmotors.com.br,false,UNSAT:repeated_certificates_in_chain,1243728,1219730,1235865,1208882,1232379,1245473,1152813,1213293,1217025,1167589
936b9ef67590e594a1fb82fc36997d1bb99a7fccb9d58bba766150b987ad36f8,natanabreu.com.br,false,UNSAT:repeated_certificates_in_chain,1148179,1234989,1259465,1156263,1297162,1194342,1183453,1227821,1252826,1231526
9f9b7eecbbc7fda4b7394d856d9d5dbdb95c84505700b2d3cddc3e41d0e316d6,mycbd.com.br,false,UNSAT:repeated_certificates_in_chain,809950,876078,906637,840337,862139,830352,900851,834938,902695,801488
971b51f1883b0b9ba6f9541cf5d09a0e99be0cb8324451027b377acd3d7591f3,www.zabbix.moneyman.com.br,false,UNSAT:repeated_certificates_in_chain,876444,914117,887214,860718,883498,863365,824222,901022,873232,842073
47c10cb73544287478c217bdfe8ae751a68bc9de22ccd55fca9d655ddc36af54,meninodomarketing.com.br,false,UNSAT:repeated_certificates_in_chain,856458,826009,826475,881374,832880,848044,839092,814197,923717,894272
c617a6972b7ce0267e480552bd9d3221695e1e45a7f08d816b8259eb328faff3,minha-luizinhas.com.br,false,UNSAT:repeated_certificates_in_chain,889546,880630,878869,888374,835864,901871,899217,841815,838637,880213
3fd3338bd8fa1ee10b59fbb665a87de01ad357fd3388fdb7fe0ce9053abd3186,laeletronica.com.br,false,UNSAT:repeated_certificates_in_chain,1198993,1238573,1219787,1229793,1197003,1193774,1131189,1178737,1227474,1271174
60a55b087e0b91c03f32f4253eb703182cb3535b1b1c3db27231a89f21d4ef71,innovatiosuporte.com.br,false,UNSAT:repeated_certificates_in_chain,944428,876710,892126,846167,861988,828408,813908,918049,835064,892350
ec98dfbbabbfd56e9604bd2708336e5f93244e2e0c39904a94c4e2dc15804b72,impermavi.com.br,false,UNSAT:repeated_certificates_in_chain,858205,878318,936160,870537,875978,894695,903587,898193,880330,892810
