rfc5280::nc::excluded-dn-match,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
rfc5280::nc::permitted-dn-match-subject-san-mismatch,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
rfc5280::eku::ee-without-eku,true,true,
rfc5280::nc::excluded-dn-match-sub-mismatch,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
rfc5280::nc::excluded-match-permitted-and-excluded,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
rfc5280::nc::permitted-self-issued,true,false,SEC_ERROR_UNKNOWN_ISSUER
rfc5280::nc::excluded-self-issued-leaf,false,false,SEC_ERROR_UNKNOWN_ISSUER
rfc5280::nc::invalid-dnsname-wildcard,false,false,SEC_ERROR_BAD_DER
rfc5280::nc::not-allowed-in-ee-noncritical,false,true,
rfc5280::nc::permitted-different-constraint-type,true,true,
rfc5280::nc::not-allowed-in-ee-critical,false,true,
rfc5280::nc::nc-forbids-same-chain-ica,true,true,
rfc5280::nc::nc-forbids-othername,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
rfc5280::nc::invalid-dnsname-leading-period,false,true,
rfc5280::nc::restrictive-permits-in-intermediates-narrows,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
rfc5280::pc::ica-noncritical-pc,false,true,
rfc5280::nc::intermediate-with-san-rejected-by-root-nc,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
rfc5280::nc::excluded-different-constraint-type,true,true,
rfc5280::nc::nc-permits-invalid-dns-san,false,false,SEC_ERROR_BAD_DER
rfc5280::san::underscore-dns,false,true,
rfc5280::san::noncritical-with-empty-subject,false,true,
rfc5280::serial::zero,false,true,
rfc5280::serial::too-long,false,true,
rfc5280::ski::root-missing-ski,false,true,
rfc5280::nc::nc-forbids-othername-noop,true,true,
rfc5280::serial::negative,false,false,SEC_ERROR_UNKNOWN_CRITICAL_EXTENSION
rfc5280::ski::critical-ski,false,false,SEC_ERROR_UNKNOWN_CRITICAL_EXTENSION
rfc5280::san::malformed,false,false,SSL_ERROR_BAD_CERT_DOMAIN
rfc5280::ski::intermediate-missing-ski,false,true,
rfc5280::nc::nc-forbids-alternate-chain-ica,true,true,
rfc5280::nc::intermediate-with-san-rejected-by-intermediate-nc,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
rfc5280::validity::expired-intermediate,false,false,SEC_ERROR_EXPIRED_ISSUER_CERTIFICATE
rfc5280::nc::restrictive-permits-in-intermediates-widens,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
rfc5280::validity::notbefore-fractional,false,false,MOZILLA_PKIX_ERROR_NOT_YET_VALID_ISSUER_CERTIFICATE
rfc5280::validity::notbefore-exact,true,true,
rfc5280::validity::notafter-exact,true,true,
rfc5280::validity::expired-root,false,false,SEC_ERROR_EXPIRED_ISSUER_CERTIFICATE
rfc5280::validity::notafter-fractional,true,true,
rfc5280::ca-empty-subject,false,false,MOZILLA_PKIX_ERROR_EMPTY_ISSUER_NAME
rfc5280::ee-empty-issuer,false,false,SEC_ERROR_UNKNOWN_ISSUER
rfc5280::validity::expired-leaf,false,false,SEC_ERROR_EXPIRED_CERTIFICATE
rfc5280::root-inconsistent-ca-extensions,false,false,SEC_ERROR_INADEQUATE_KEY_USAGE
rfc5280::ica-ku-keycertsign,false,false,SEC_ERROR_UNKNOWN_ISSUER
rfc5280::root-non-critical-basic-constraints,false,true,
rfc5280::unknown-critical-extension-ee,false,false,SEC_ERROR_UNKNOWN_CRITICAL_EXTENSION
rfc5280::root-missing-basic-constraints,false,false,SEC_ERROR_CA_CERT_INVALID
pathological::nc-dos-3,false,true,
rfc5280::intermediate-ca-without-ca-bit,false,false,SEC_ERROR_CA_CERT_INVALID
rfc5280::intermediate-ca-missing-basic-constraints,false,false,SEC_ERROR_UNKNOWN_ISSUER
rfc5280::no-keyusage,true,true,
rfc5280::chain-untrusted-root,false,false,SEC_ERROR_UNKNOWN_ISSUER
rfc5280::no-basicconstraints,true,true,
rfc5280::ee-critical-aia-invalid,false,true,
rfc5280::leaf-ku-keycertsign,false,true,
rfc5280::mismatching-signature-algorithm,false,false,SEC_ERROR_BAD_SIGNATURE
rfc5280::ee-aia,true,true,
rfc5280::ca-as-leaf-wrong-san,false,false,SEC_ERROR_INADEQUATE_KEY_USAGE
webpki::aki::root-with-aki-authoritycertissuer,false,true,
rfc5280::unknown-critical-extension-root,false,false,SEC_ERROR_UNKNOWN_CRITICAL_EXTENSION
rfc5280::root-and-intermediate-swapped,true,true,
rfc5280::ca-as-leaf,true,false,SEC_ERROR_INADEQUATE_KEY_USAGE
rfc5280::unknown-critical-extension-intermediate,false,false,SEC_ERROR_UNKNOWN_ISSUER
webpki::aki::root-with-aki-missing-keyidentifier,false,true,
webpki::aki::root-with-aki-all-fields,false,true,
rfc5280::duplicate-extensions,false,false,SEC_ERROR_EXTENSION_VALUE_INVALID
webpki::eku::ee-anyeku,false,true,
webpki::aki::root-with-aki-authoritycertserialnumber,false,true,
webpki::aki::root-with-aki-ski-mismatch,false,true,
webpki::eku::ee-critical-eku,false,true,
webpki::eku::ee-without-eku,false,true,
webpki::nc::intermediate-permitted-excluded-subtrees-both-empty-sequences,false,false,SEC_ERROR_BAD_DER
webpki::nc::permitted-dns-match-noncritical,true,true,
webpki::nc::nc-permits-dns-san-pattern,true,true,
webpki::eku::root-has-eku,false,true,
webpki::san::exact-dns-san,true,true,
webpki::san::mismatch-domain-san,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::san::public-suffix-wildcard-san,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::san::leftmost-wildcard-san,true,true,
webpki::san::wildcard-match-across-labels-san,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::san::unicode-emoji-san,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::san::wildcard-embedded-ulabel-san,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::san::mismatch-apex-subdomain-san,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::san::no-san,false,true,
webpki::san::san-critical-with-nonempty-subject,false,true,
webpki::san::mismatch-subdomain-san,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::san::mismatch-subdomain-apex-san,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::cryptographydotio-chain,true,true,
webpki::san::wildcard-embedded-leftmost-san,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::cryptographydotio-chain-missing-intermediate,false,false,SEC_ERROR_UNKNOWN_ISSUER
webpki::explicit-curve,false,false,SEC_ERROR_BAD_DER
webpki::san::wildcard-not-in-leftmost-san,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::nc::intermediate-permitted-excluded-subtrees-both-null,false,false,SEC_ERROR_BAD_DER
webpki::forbidden-p192-leaf,false,false,SEC_ERROR_UNSUPPORTED_ELLIPTIC_CURVE
webpki::forbidden-dsa-root,false,false,SEC_ERROR_UNSUPPORTED_KEYALG
webpki::san::san-wildcard-only-tld,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::malformed-aia,false,true,
webpki::san::san-wildcard-only,false,false,SSL_ERROR_BAD_CERT_DOMAIN
webpki::forbidden-p192-root,false,false,SEC_ERROR_UNSUPPORTED_ELLIPTIC_CURVE
webpki::forbidden-dsa-leaf,false,false,SEC_ERROR_UNSUPPORTED_KEYALG
webpki::forbidden-weak-rsa-key-in-root,false,false,MOZILLA_PKIX_ERROR_INADEQUATE_KEY_SIZE
webpki::forbidden-rsa-key-not-divisable-by-8-in-leaf,false,true,
webpki::v1-cert,false,true,
webpki::ee-basicconstraints-ca,false,false,MOZILLA_PKIX_ERROR_CA_CERT_USED_AS_END_ENTITY
webpki::forbidden-rsa-not-divisable-by-8-in-root,false,true,
webpki::ca-as-leaf,false,false,SEC_ERROR_INADEQUATE_KEY_USAGE
webpki::forbidden-weak-rsa-in-leaf,false,false,MOZILLA_PKIX_ERROR_INADEQUATE_KEY_SIZE
bettertls::nameconstraints::tc0,true,true,
bettertls::nameconstraints::tc3,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc2,true,true,
bettertls::nameconstraints::tc6,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc14,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc9,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc8,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc1,true,true,
bettertls::nameconstraints::tc13,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc7,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc16,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc17,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc15,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc10,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc11,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc24,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc23,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc20,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc19,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc26,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc28,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc12,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc25,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc22,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc21,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc29,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc18,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc27,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc34,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc30,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc31,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc33,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc32,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc36,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc35,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc37,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc39,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc38,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc40,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc45,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc46,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc48,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc42,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc43,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc47,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc52,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc51,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc50,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc55,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc57,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc53,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc54,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc60,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc49,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc44,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc41,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc56,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc59,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc63,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc62,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc64,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc66,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc65,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc67,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc61,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc69,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc58,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc68,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc70,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc72,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc75,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc71,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc76,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc80,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc74,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc81,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc73,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc77,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc79,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc83,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc78,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc82,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc84,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc86,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc90,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc85,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc89,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc93,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc88,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc94,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc91,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc92,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc95,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc98,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc96,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc87,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc97,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc99,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc101,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc107,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc104,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc100,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc102,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc106,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc108,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc114,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc112,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc110,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc105,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc113,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc109,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc103,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc115,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc116,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc122,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc119,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc118,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc121,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc117,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc123,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc120,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc111,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc125,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc127,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc126,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc128,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc124,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc129,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc135,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc130,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc134,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc131,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc137,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc136,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc140,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc133,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc132,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc139,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc138,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc145,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc141,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc147,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc143,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc144,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc146,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc142,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc148,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc151,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc149,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc155,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc158,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc150,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc160,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc161,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc152,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc157,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc154,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc156,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc153,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc159,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc163,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc162,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc164,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc168,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc171,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc167,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc170,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc174,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc165,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc169,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc173,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc172,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc176,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc180,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc175,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc186,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc185,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc184,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc179,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc178,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc177,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc182,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc166,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc183,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc181,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc189,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc192,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc187,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc190,false,false,SSL_ERROR_BAD_CERT_DOMAIN
pathological::nc-dos-2,false,true,
bettertls::nameconstraints::tc188,false,false,SSL_ERROR_BAD_CERT_DOMAIN
bettertls::nameconstraints::tc195,false,false,SEC_ERROR_CERT_NOT_IN_NAME_SPACE
bettertls::nameconstraints::tc193,false,false,SSL_ERROR_BAD_CERT_DOMAIN
